idn,titel,jahr,signatur,qd_verknuepfung_art,qd_idn
997440961,"Articulus de Ecclesia vera, et hvivs Capite Christo: Itemqve de Ecclesia Romana, & hujus capite Pontifice Romano, Qvaestionibvs et Responsionibvs ex Scriptura Prophetica & Apostolica pertractatus: ... Avtore Aegidio Hvnnio, S. Theologiae Doctora et Professore in Academia VVitebergensi",1604,"IV 398, 1d (2. angebundenes Werk)",DNB,997440961
997441569,"A @popular treatise on the art of photography, including Daguerreotype, and all the new methods of light",1841,Bö B III 1170,DNB,997441569
997444673,The @learned Societies and printing clubs of the United Kingdom,1847,Bö C V 959,DNB,997444673
997468513,"[Briefentwürfe, hs.]",1878,Va 1815/9,DNB,997468513
997495421,"Denkschrift für das Jubelfest der Buchdruckerkunst zu Bamberg am 24. Juni 1840, als Spiegel der allseitigen Bildungs-Verhältnisse seit unserer geschichtlichen Periode",1840,Da 115,DNB,997495421
997495421,"Denkschrift für das Jubelfest der Buchdruckerkunst zu Bamberg am 24. Juni 1840, als Spiegel der allseitigen Bildungs-Verhältnisse seit unserer geschichtlichen Periode",1840,Da 115 a,DNB,997495421
997495421,"Denkschrift für das Jubelfest der Buchdruckerkunst zu Bamberg am 24. Juni 1840, als Spiegel der allseitigen Bildungs-Verhältnisse seit unserer geschichtlichen Periode",1840,Bö C V 161,DNB,997495421
997495421,"Denkschrift für das Jubelfest der Buchdruckerkunst zu Bamberg am 24. Juni 1840, als Spiegel der allseitigen Bildungs-Verhältnisse seit unserer geschichtlichen Periode",1840,Da 385,DNB,997495421
997502606,"Dispv-||tatio Ioannis Hus, quam absoluit dum ageret Con-||stantiae, priusqu[am] in carcerem|| conijceretur||Condemnatio utrisqu[e] speciei|| in Eucharistia à concilio Con-||stantiensi|| Et protestatio quam in Epi-||stolis conseruatam cupit || [Ed.:] Joannes Agricola",1537,"III 104, 22 g",DNB,997502606
997502649,Gutenberg und die Erfindung der Buchdruckerkunst,1876,Da 1075/2,DNB,997502649
997506520,Die @ehemaligen Papiermühlen im heutigen Bezirksamt Pirmasens und ihre Wasserzeichen,1928,Ba 335,DNB,997506520
997548614,Celifodina Abscōditos|| scripture thesauros pandēs|| denuo p̄ssa elīata: at[?] vbi trūcata p̄[?]|| habebat̆ supplemento integrata diligenter[?]ex archetypo emēdata,1511,"III 51, 1a",DNB,997548614
997550619,Supplementu[?] Celifodine|| denuo pressum elimatum: atq[?] vbi truncatum prius habebatur|| supple||mento acutissime integratum|| diligenterq[?] ex archetypo emendatum,1510,"III 51, 1a (Angebundenes Werk)",DNB,997550619
997566221,"Real- und Verbal-Register über weyland Churfürst Johann Georgen des I. zu Sachsen Prozeß- und Gerichts-Ordnung de Anno 1622, auch deren Anno 1724, den 10. Januar",1724,"IV 90, 16 (Angebundenes Werk)",DNB,997566221
997569999,L' @imprimerie en Bretagne au XVe siècle,1878,Da 125,DNB,997569999
997579501,"Index librorum prohibitorum, cum regulis confectis per patres a Tridentina synodo delectos, auctoritate Sanctiss. D. N. Pii IV. Pont. Max",1568,Bö E IV 254,DNB,997579501
997580240,"Index librorum prohibitorum, cum regulis confectis per patres a Tridentina Synodo delectos, auctoritate Sactiss. D. N. Pij III. Pont. Max. comprobatus",1570,Bö E IV 1117 (angebunden),DNB,997580240
997581573,"Index librorum prohibitorum, cum regulis confectis per patres a Tridentina synodo delectos, auctoritate Sanctiss. D. N. Pii IV. Pont. Max. comprabatus",1570,Bö E IV 252 (angebunden),DNB,997581573
997581972,Index Librorum Prohibit[orum],1583,Bö E IV 307,DNB,997581972
997584092,"Elenchus librorum omnium tum in Tridentino Clementoq indice, tum in aliis omnibus Sacrae Indicis Congreg. particularibus decretis hactenus prohibitorum",1635,Bö E IV 263,DNB,997584092
997585293,Index librorum prohibitorum Clementis X. Pontificis Maximi iussu editus,1670,Bö E IV 215 b,DNB,997585293
997585552,Index libr[orum] prohibi[torum] ab anno 1670 usque ad annum 1675,1675,Bö E IV 215 b,DNB,997585552
997586079,Index librorum prohibitorum Innocentii XI. Pontificis Maximi iussu editus,1682,Bö E IV 216,DNB,997586079
997587067,"Appendix ad Indicem librorum prohibitorum huius impressionis, ordine alphabetico disposita usque ad  annum 1692",1692,Bö E IV 216,DNB,997587067
997588497,Index librorum prohibitorum Innoc[entii] XI. P. M. iussu editus usque ad annum 1681,1704,Bö E IV 218,DNB,997588497
997588497,Index librorum prohibitorum Innoc[entii] XI. P. M. iussu editus usque ad annum 1681,1704,Bö E IV 218 a,DNB,997588497
997590556,Appendix novissima ad indicem librorum prohibitorum ab anno 1704 usque ad totum mensem Martii 1716,1716,Bö E IV 281 (Angebundenes Werk),DNB,997590556
997590556,Appendix novissima ad indicem librorum prohibitorum ab anno 1704 usque ad totum mensem Martii 1716,1716,Bö E IV 282,DNB,997590556
997590777,Index librorum prohibitorum Innoc[entii] XI. P. M. iussu editus usque ad annum 1681,1726,Bö E IV 281,DNB,997590777
997590777,Index librorum prohibitorum Innoc[entii] XI. P. M. iussu editus usque ad annum 1681,1726,Bö E IV 282,DNB,997590777
997590971,Index librorum prohibitorum usque ad diem 4. Iunii anni 1744 regnante Benedicto XIV. P.O.M.,1744,Bö E IV 223,DNB,997590971
997590971,Index librorum prohibitorum usque ad diem 4. Iunii anni 1744 regnante Benedicto XIV. P.O.M.,1744,Bö E IV 224,DNB,997590971
997591412,Index librorum prohibitorum SSmi D.N. Benedicti XIV,1758,Bö E IV 227,DNB,997591412
997592443,"Index librorum prohibitorum SSmi D.N. Benedicti XIV. Pontificis Maximi iussu recognitus, atque editus",1770,Bö E IV 230,DNB,997592443
997592494,Ad indicem novissimum librorum prohibitorum appendix tertia in qua recensentur libri proscripti a die 3. Decembris an. 1770 ad diem 14. Maii an. 1779,1779,Bö E IV 230,DNB,997592494
997592575,Index librorum prohibitorum SSmi D.N. Benedicti XIV. Pontificis Maximi iussu recognitus atque editus,1783,Bö E IV 279,DNB,997592575
99759263X,Index librorum prohibitorum Sanctissimi D. N. Pii VI. Pontificis Maximi iussu editus,1787,Bö E IV 232,DNB,99759263X
99759263X,Index librorum prohibitorum Sanctissimi D. N. Pii VI. Pontificis Maximi iussu editus,1787,Bö E IV 233,DNB,99759263X
997592729,Appendices librorum prohibitorum [in quibus recensentur libri proscripti post editionem indicis Romae factam anno 1786],1828,Bö E IV 233,DNB,997592729
997592885,Index librorum prohibitorum SS. Domini nostri Gregorii XVI Pontificis Maximi jussu editus Romae 1841,1852,Bö E IV 267,DNB,997592885
997592885,Index librorum prohibitorum SS. Domini nostri Gregorii XVI Pontificis Maximi jussu editus Romae 1841,1852,Bö E IV 268,DNB,997592885
997608587,"Anleitung zu denen curiösen Wissenschafften, nehmlich der Physiognomia, Chiromantia, Astrologia, Geomantia, Oniromantia, Onomantia, Teratoscopia, Sympathia und Antipathia, Worinnen Denen Curiösen Gemüthern aufs deut- und gründlichste gezeiget wird, wie man aus des Menschen Gesichte, Händen und Geburths-Stunden, nach der Sonnen- Mond- und Sternen-Lauff, item Punctiren, Traeumen, Nahmen und erscheinenden Wunder-Zeichen Ein Prognosticon und Navität von seinem bevorstehenden Glück und Unglück stellen können ; Mit accuraten Kupffern und vollständigem Register..",1717,"IV 33, 32 (angebundenes Werk)",DNB,997608587
997615257,"[Mandat v. 14. Mai 1649 betr. Privileg für Johann Reußner, Drucker in Königsberg nebst Bestätigung des Mandats u. Ausschreiben an das Hofgericht in Königsberg]",1649,Bö H 257/4°,DNB,997615257
997616075,[Konzession zum Lumpensammeln erteilt am 9.10.1690 an Ober-Forst- u. Wildmeister Friederich Wilhelm Römer zu seiner bei Colditz gelegene Pappier-Mühlen ...],1690,Bö H 156/4°,DNB,997616075
99763751X,Pavli Jovii ... elogia virorum literis illustrium quotquot vel nostra vel avorum memoria vixere,1577,"IV 27, 14",DNB,99763751X
997637714,"Pavli Jovii ... elogia virorum bellica virtute illustrium, septem libris iam olim ab authore comprehensa, et nunc ex eiusdem museao ad vivum expressis imaginibus exornata",1596,"IV 27, 14",DNB,997637714
997637943,Pavi Jovii [Paolo Giovio] vitae illustrium virorum,1578,,DNB,997637943
997638400,Flavii Josephii ... Historien und Bücher,1597,"IV 378, 1 d",DNB,997638400
997646160,Joululuettelo,1923,Bö D VII 1554,DNB,997646160
997646926,Fibel und erstes Lesebuch,1848,Va 1553,DNB,997646926
997648090,"Bracebridge-Hall, oder die Humoristen",1826,,DNB,997648090
997658967,Die @Jubelfeier der Buchdruckerkunst in Leipzig 1840,1840,Da 385,DNB,997658967
997659521,"Corpusculum Doctrinae,|| Hoc Est:|| Partes|| Praecipvae, Et Svm=||Ma Christianae Doctrin=||nae, Pueris in Schola domique Quaestiun=||culis propositae, & vbique ad Cate=||chisimi D. Lutheri fundamen=||tum relatae|| á|| M. Matthaeo Ivdice.|| Nvnc Latino Germanice|| concinnatae, & ... emen||datae,|| Pro Iuventvte In Oppidis|| Pagisque Ruthenicis [=Reuß]",1615,"III 104, 22 g",DNB,997659521
997661437,"Der @löblichen Buchdrucker-Gesellschaft zu Dreßden Jubel-Geschichte, a. 1740, den 24. und 25. Junii",1740,Da 106,DNB,997661437
997661437,"Der @löblichen Buchdrucker-Gesellschaft zu Dreßden Jubel-Geschichte, a. 1740, den 24. und 25. Junii",1740,Bö C V 241,DNB,997661437
997661437,"Der @löblichen Buchdrucker-Gesellschaft zu Dreßden Jubel-Geschichte, a. 1740, den 24. und 25. Junii",1740,241.2/Dresden/Schö,DNB,997661437
997669608,Jubilaeum typographicum,1740,Da 112,DNB,997669608
997671203,"Jubiläums-Büchlein, oder Geschichte, wie die Buchdruckerkunst in Deutschland erfunden worden ist, nebst ander'n was dazu hegört",1840,Da 35,DNB,997671203
997671203,"Jubiläums-Büchlein, oder Geschichte, wie die Buchdruckerkunst in Deutschland erfunden worden ist, nebst ander'n was dazu hegört",1840,Bö C IV 54,DNB,997671203
997672935,Bibliotheca historiae litterariae selecta olim titulo Introductiones in notitiam rei litterariae et usum bibliothecarum insignita cujus primas lineas duxit Burc[ardus] Gotth[elffius] Struvius,1754,,DNB,997672935
997673761,Johannis Friderici Jugleri Supplementa et emendationes ad Bibliothecam litterariam Struvio-Juglerianam tribus olim voluminibus excusam pertientes ex auctoris schedis manu scriptis edidit et nunnulla adiecit Hermann[us] Frieder[icus] Koecher,1785,Bö C IV 350,DNB,997673761
997682817,Julkatalog,1923,Bö D VII 1554,DNB,997682817
997682817,Julkatalog,1923,Bö D VII 1554 a,DNB,997682817
997686561,Disquisitio in notas characteristicas librorum a typographiae incunabulo [!] ad an. 1500 impressorum,1740,Bö F I 93,DNB,997686561
997686561,Disquisitio in notas characteristicas librorum a typographiae incunabulo [!] ad an. 1500 impressorum,1740,Da 61,DNB,997686561
997700939,Petri Burmanni somnium sive iter in Arcadiam novam,1710,Bö G II 120,DNB,997700939
997705299,Die @vierte Sacularfeier der Buchdruckerkunst zu Leipzig am 24. 25. 26. Juni 1840,1841,Da 72 (3. angebundenes Werk),DNB,997705299
997705299,Die @vierte Sacularfeier der Buchdruckerkunst zu Leipzig am 24. 25. 26. Juni 1840,1841,241.2/Leipzig/Kade,DNB,997705299
997706082,Geschichte des Freiberger Buchdrucks,1894,Bö C V 304,DNB,997706082
997743751,"ABschiedt Der|| Röm. Keys. Maiest. vnd ge||meyner Stend, vff dem Reichsztag z°u Aug||spurg vffgericht, Anno domini|| M. D. XLVIII.|| Resolution vnd Erklärung der Röm. Key. Maie.|| Wie es der Religion halben, biß nach endung des Concilij|| gehalten werden soll, durch gemeyne Stendt be||willigt werden vnnd angenommen, inn Lateini||scher vnd Teütscher sprach.|| Key. Maiest. Reformation, den Geystlichen|| Standt betreffend.|| Landtfriden der Key. Maie. vnnd des Heyligen||Reichs, vff gemelten Reichßtag erklärt, ge||mehret vnd gebessert.|| Cammergerichts Ordnung, auß allen alten Cam||mergerichts Ordnung,vnd Abschiden z°usammen gezo||gen, gebessert vnd gemehrt, sampt der Güldin Bull, inn|| Latein, wie die im̄ Original steht, mit etlichen andern|| Constitutionibus, Vff hieuor gehalten Reichß||tagen beschlossen.|| Reformation vnd Ordnung g°uter Pollicei im̄ hey||ligen Reich, z°u befürderung deß gemeynen|| n°utzen, vffgericht",1548,"III 60, 75",DNB,997743751
99774653X,"Der @Römischen|| Keiserlichen Maiestat|| Erklärung, wie es der Reli||gion halben, imm Heyligen|| Reich, biß z°u Außtrag deß|| gemeynen Concilij gehalten|| werden soll, vff dem Reichß||tag z°u Augspurg, den XV. Maij, im̄ M. D. XLVIII.|| Jar publiciert vnnd eröffnet, vnnd von ge||meynen Stenden angenommen",1548,"III 60, 75 (1. angebundenes Werk)",DNB,99774653X
997747110,"SACRAE CAESA||REAE MAIESTATIS DECLA||RATIO, QVOMODO IN NE||gocio Religionis per Imperium usq ad definitionem|| Concilij generalis uiuendum sit, in Comitijs Au||gustanis XV. Maij, Anno M. D.|| XLVIII. proposita, & publi-||cata, & ab omnibusm Imperij|| ordinibus recepta.||",1548,"III 60, 75 (2. angebundenes Werk)",DNB,997747110
997748354,"FORMVLA RE||FORMATIONIS PER CAE||SAREM MAIESTATEM|| Statibus Ecclesiasticis in Comitijs Augustanis ad de||liberandum proposita, & ab eisdem, ut paci pub||licae consulerent, & per eam Ecclesiarum, ac|| Cleri sui utilitate commodius produide||rent, probata & recepta.||",1548,"III 60, 75 (3. angebundenes Werk)",DNB,997748354
99775110X,"Der @Römischen|| Key. Mai. vnd|| gemeyner Stend deß|| Heyligen Reichs ange||nommene vnd bewilligte Cammergerichts Ordnung, z°u befürderung gemeynes n°utzes, auß allen alten Cam||mergerichts Ordnungen vnd Abschieden, jetzt vff dem|| Reichßtag z°u Auspspurg [!], Anno Domini M.D. XVIII. von newem z°u||sammen gezogen, gemehrt vnd|| gebessert, etc.||",1548,"III 60, 75 (5. angebundenes Werk)",DNB,99775110X
997793805,Školní písmo v Čechách v letech 1774 - 1932,1972,Caa 201,DNB,997793805
997807008,Katalog över Finlands svenska litteratur utgiven till Julen 1929,1929,Bö D VII 1555,DNB,997807008
997813873,Das @gutthätige und danckbare Abela der Christ-gelehrten Welt in Teutschland,1740,Da 173,DNB,997813873
997829435,"Verzeichnis der nachgelassenen Bibliotheken ... Dr. phil. Joh. Georg Keil in Leipzig, ... und Superintendent Noeldechen in Cracau bei Magdeburg, welche nebst mehreren anderen Bibliotheken am 13. Febr. 1882 durch ... List & Francke in Leipzig, ... versteig. werden sollen",1882,Da 43,DNB,997829435
997837721,Die @Wasserzeichen des XIV. Jahrhunderts in Handschriften der k. bayer. Hof- und Staatsbibliothek,1896,Bd 3,DNB,997837721
997837721,Die @Wasserzeichen des XIV. Jahrhunderts in Handschriften der k. bayer. Hof- und Staatsbibliothek,1896,Bd 3a,DNB,997837721
997850914,"Deutsche Literatur, Sprachwissenschaft, Geschichte, Philosophie",1879,Da 17,DNB,997850914
99785104X,Protestantische Theologie,1880,,DNB,99785104X
997854677,Wanderbuch für den Webergesellen Friedrich Gottlob Keller aus Haynichen [fortgeführt als Besucherbuch],1834,Ba 632,DNB,997854677
997867906,Geschichte der nieder-sächsischen oder sogenannten plattdeutschen Sprache vornehmlich bis auf Luthers Zeiten,1800,Ag 29,DNB,997867906
997869062,"Der @Regierende Bürger-Meister, Was derselbe für ein grosses ... Amt auf sich habe ...",1662,"IV 145, 11 (Angebundenes Werk)",DNB,997869062
997877960,Einziehung leichtfertiger Literatur in Leipzig 1724,1891,Bö H 233,DNB,997877960
997878363,Aus dem Familienleben Leipziger Buchhändler,1886,Bö H 224,DNB,997878363
997878363,Aus dem Familienleben Leipziger Buchhändler,1886,Bö C V 447,DNB,997878363
997878363,Aus dem Familienleben Leipziger Buchhändler,1886,Bö C V 447 a,DNB,997878363
997879734,Die @Handschriftenhändler des Mittelalters,1852,Bö C I 43,DNB,997879734
997879734,Die @Handschriftenhändler des Mittelalters,1852,Bö C I 44,DNB,997879734
997880333,"Johann Herrgott, Buchführer von Nürnberg und sein tragisches Ende 1527",1877,Bö H 225,DNB,997880333
997880570,Kirchhoff,1883,Bö C V 34,DNB,997880570
997880570,Kirchhoff,1883,Bö H 224,DNB,997880570
997881801,An die Herren Stadtverordneten ... 18.4. (18)77 Goetz,1877,Bö H 224,DNB,997881801
997881844,Aus dem Treiben der Buchdrucker früherer Zeit,1892,Bö H 235,DNB,997881844
997884037,Mecklenburgisches Kirchen-Gesang-Buch,1764,"VIII, 148",DNB,997884037
997905093,"Kirchenordnung :|| wie es mit Christlich=||er Lere, reichung der Sacrament,|| Ordination der Diener des Euangelij, ordenli=||chen Ceremonien, in den Kirchen, Visitation,|| Consistorio vnd Schulen, zu Wittenberg|| vnd in etlichen Chur vnd Fürstenthum,|| Herrschafften vnd Stedte der Augs=||burgischen Confession ver=||wand, gehalten wird||",1559,"III 104, 23 d",DNB,997905093
997906243,"Athanasius Kircheri China monumentis qua sacris qua profanis, nec non variis naturae et artis spectaculis, aliarumque rerum memorabilium argumentis illustrata, ...",1667,"IV 8, 38",DNB,997906243
997906391,Athanasii Kircheri Latium,1671,"IV 8, 38 (angebunden)",DNB,997906391
997915463,Die @erste Blüthe der Leipziger Büchermesse,1887,Bö H 225,DNB,997915463
997916613,Ein @speculativer Buchhändler alter Zeit,1890,Bö H 235,DNB,997916613
997916613,Ein @speculativer Buchhändler alter Zeit,1890,313.4/Francke/Kirc,DNB,997916613
997926147,Wegweiser zu dem Ewigen Seligen Leben,1619,"IV 378, 10 b",DNB,997926147
997927828,Handbuch der practischen Photographie,1874,Bö B III 1175,DNB,997927828
997928301,"Preis-Verzeichniss von L. G. Kleffel in Berlin, (früher in Goldberg in Mecklenburg)",1873,Bö B III 1175,DNB,997928301
997933062,Verzeichniss der Klaeden'schen Bibliothek,1868,Af 2,DNB,997933062
997933216,Geschichte der altehrwürdigen und wohlangesehenen Dresdner Schneider-Innung von ihren ersten Spuren bis auf die Neuzeit,1881,Da 166,DNB,997933216
997933321,Zur Geschichte der Typographie und des Buchhandels in Dresden,1880,Da 148,DNB,997933321
997934697,Gebr. Klingspor,1910,Schriftproben Gebr. Klingspor,DNB,997934697
997935677,Klimsch,1880,Va 602,DNB,997935677
997935693,Erinnerungen,1880,Va 602,DNB,997935693
997968362,The @old printer and the modern press,1854,Bö B III 625,DNB,997968362
