,Gruppe,digi,Lfd Nr.,AKZ,bbg_x,IDN,Link zum Portal,signatur_g_x,Signatur,"steht bei
/ Anm.
zur
Signatur",Provenienzmerkmal,Material,Format,Öffnungswinkel,Einschränkungen,Glasplatte ,Verpackung,Verpackung austauschen ,Schadensklasse,"notwendige Reparatur(en) vor der Digitalisierung, notwendige Reparatur(en) vor der Digitalisierung",Bemerkungen,"Fragen/ Hinweise
an DBSM",Fragen an M. Steinberg,"nicht
am Stand-ort","Größe ÜF
(BxH)","Breite
(nur Ausreißer)","Dicke
(>12 cm)","12° Format
(<15 cm)","Einband-
art","Einband-
art Kommentar","Einband über-
formt (ganz od. teilweise)",Buch bereits restau-riert,"hohler/
fester Rücken (mit Einlage/
Vergoldung?)","Steh-
kanten
(bei Perg.)",Leder pudert ab/roter Zerfall (extrem),Einband stark defor-miert,Be-schläge bes. auftra-gend,Buch-schließe steif,Buch-block Pa./Perg.,saures Füll-material,Register-marken,seitliche Heftung,Buch-block sehr wellig,"Buch-block neigt zum ""Bauch""",ge-schloss-ene Lagen,Falttafeln,"Größe Buch+
Falttafeln (BxH)",Original-grafik,Kolorier-ung / Buch-malerei / Initialen / Rubri-kation,berühr-ungsfreie Digit.,Schrift weit bis in den Falz (Bund-steg in mm) Text-verlust,nicht digitali-sierbar wegen Bund-steg (vorraus-sichtlich),max. Öffnungs-winkel,max. Öffnungs-winkel Kommentar,Digit. mit Begleit-ung,Digit. mit Begleit-ung Kommentar,Rest.-Bericht einge-klebt,Blatt mit Notizen zum Buch eingeklebt ,"Rest.
not-wendig (ja/nein) (vor/nach der Digit.)","Rest.-
Aufwand gesamt
(in Std.)","Rest.
erfolgt",Kassette,Schuber,Buch-schuh,Mappe ,Um-schlag,SB neu,Anmerkungen (allg.),"für Testphase
vorsehen","für Testphase
vorsehen Kommentar",Schutz-behältnis empfohlen,Foto für Erheb. Rest. angefertigt (ab August),feuchte-empfind-liches Leder,"Material am Rücken/
Einband lose / eingeris-sen (auch Titelschild)",Narben spaltet sich ab,"Gelenk(e) 
an/durch-gebro-chen",Bünde gebro-chen (Anzahl),"Rücken lose/
halb lose",Be-schläge locker,"Buch
schließe fragil",Deckel spaltet sich / Fehlstelle im Deckel,Deckel gebro-chen,Deckel lose / halb lose,"Kapital fragil/
lose","Rest.-Aufwand Einband
(in Std.)",Anmerkungen für die Restaurierung am Einband,"Ver-schmutz-ung (Vorsatz / Ränder /
ges. BB)",mikro-bieller Befall,Farb-schicht pudert,Buch-block / Seiten verblockt,erste / letzte Lage oder Seiten lose,(halb-) lose Seiten im BB,Heftung zerstört,Risse / Fehl-stellen im Vorsatz,Risse im Text-bereich / an exponier-ter Stelle (z.B. Ecke),Risse am Rand,"Fehl-stellen im BB
(groß) ",Insekten-fraß (stark),Falten / Knicke,"saures /
brüchiges Papier",Tinten-/ Farbfraß (akut),Register-marken fragil,"Klebe-
streifen ablösen","Rest.-Aufwand Buchblock
(in Std.)",Anmerkungen für die Restaurierung am Buchblock,idn,akz,bbg_y,standort,signatur_g_y,signatur_a,titel,stuecktitel,umfang,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,bibliothek,einrichtung,exemplar,wert
178,Bö M,False,195.0,L-1580-181276143,,1003965776,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003965776,,Bö M 146/4°,,X,Ledereinband,bis 35 cm,nur sehr geringer Öffnungswinkel,Schrift bis in den Falz,,Papierumschlag ,Ja,3.0,,Holzdeckel,,,,,,,,HD,,,,f,,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,ja vor,11.0,,,,,,x sauer,x,,,,Umschlag (Velourleder),,x,x,,v,6.0,,,,x,,VD,x,8.0,"Bünde anlängen, Gelenk mit JP unterlegen",,,,x,,,,x,,x,,,,,,,,3.0,,1003965776,L-1580-181276143,Aal,DBSM/M/Bö,Bö M 146/4°,Bö M 146/4°,F. Hectoris Pinti Lvsitani Hieronymiani in Ezechielem prophetam commentaria : , : ,"16 ungezählte Seiten, 654 Seiten, 76 ungezählte Seiten",,,,1149267690,Qd,,,,,1.0,2.0,
179,Bö M,True,196.0,L-1594-181117371,Aal,1003868142,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003868142,Bö M 147/4°,Bö M 147/4°,,X,Pergamentband,bis 35 cm,180°,hohler Rücken,,Kassette,Nein,,,,,,,,,,,Pg,,,x,h/E,,,,,,Pa,,,,,,,x,,x,,x,0.0,,180,,,,,,n,0.0,,Gewebe,,,,,,durchgängige Tafeln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Bö M,True,197.0,L-1500-181300982,Aal,1003989993,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003989993,Bö M 148,Bö M 148,,X,Papier- oder Pappeinband,bis 35 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, Schrift bis in den Falz",,,,0.0,,,,,,,,,,HPg,,,x,h,,,,,,Pa,,,,,,,,,,,,2.0,,110,,,,,,n,0.0,,,,,,,,Einbandfragmente liegen in extra Mappe dabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Bö M,True,198.0,L-1512-181277131,Afl,1003966713,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003966713,Bö M 149/4°,Bö M 149/4°,,X,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 35 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,Papierumschlag ,Ja,3.0,,Teile aus Seiten ausgeschnitten,,,,,,,,HD,,,,f,,,,,,Pa,,,,,,,,,,,,,,60,,,,,,ja vor,0.5,,,,,,x sauer,x,Initialen sind rausgeschnitten,,,Buchschuh (wg. Schließen),,x,,,,,,,x,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Bö M,True,199.0,L-1544-315491957,Aaf,1066961565,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066961565,Bö M 151,Bö M 151,,X,Halbledereinband,bis 25 cm,180°,,,Papierumschlag ,"Ja, Signaturfahne austauschen",0.0,,,,,,,,,,HL,,,,f,,,,,,Pa,,,,,,,,,,,,,,60,,,,,,ja vor,1.5,,,,,,x sauer,x,,,,,,x,x,,,,,,,,,,,1.5,v.a. Ecken festigen; am Rücken nur sichern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Bö M,True,200.0,L-1763-180653520,Aal,1003805450,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003805450,Bö M 152/8°,Bö M 152/8°,,X,Pergamentband,bis 25 cm,180°,hohler Rücken,,Papierumschlag ,Ja,0.0,,,,,,,,,,Pg,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Bö M,True,201.0,L-1523-180649000,Aal,1003800963,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003800963,Bö M 153/8°,Bö M 153/8°,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,Archivkarton,Nein,0.0,,,,,,,,,,Pg,"
flexibler Perg.bd.",,,h,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,n,0.0,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Bö M,True,202.0,L-1569-181085224,Aal,100385639X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100385639X,Bö M 154/8°,Bö M 154/8°,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,Schuber,Nein,1.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,n,0.0,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Bö M,False,203.0,L-1790-181182505,,366253557,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D366253557,,Bö M 155/8° - 1,,,Papier- oder Pappeinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, stark brüchiges Einbandmaterial",,Papierumschlag ,Ja,1.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,n,0.0,,,,,,x sauer,x,,x 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Bö M,False,204.0,L-1790-181182513,,366253565,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D366253565,,Bö M 155/8° - 2,,,Papier- oder Pappeinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,Papierumschlag ,Ja,0.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,n,0.0,,,,,,x sauer,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Bö M,True,205.0,L-1558-180651005,Aal,1003803210,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003803210,Bö M 156/8°,Bö M 156/8°,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",,,Papierumschlag ,Ja,0.0,,,,,,,,,,L,,,x,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,x,,n,0.0,,,,,,x sauer,x,,,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Bö M,True,206.0,L-1515-181282518,Aal,1003972012,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003972012,Bö M 157/4°,Bö M 157/4°,,,Papier- oder Pappeinband,bis 35 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,Papierumschlag ,"Ja, Signaturfahne austauschen",0.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Bö M,True,208.0,L-1518-181277891,Afl,100396740X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100396740X,Bö M 158/8°,Bö M 158/8° - 1,,,Halbledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",stark brüchiges Einbandmaterial,,Papierumschlag ,Ja,3.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,ja vor,2.5,,,,,,x sauer,x,,,,Umschlag (bes. Einband),,,x,,,,,,,,,,,1.0,nur sichern,,,,,x,,,x,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,
191,Bö M,True,207.0,L-1518-181278022,Afl,1003967558,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003967558,Bö M 158/8°,Bö M 158/8° - 2,,,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,Pg,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Bö M,True,209.0,L-1518-18127809X,Afl,1003967639,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003967639,Bö M 158/8°,Bö M 158/8° - 3,,,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,Pg,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Bö M,True,210.0,L-1545-315489723,Aaf,1066959102,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066959102,Bö M 159,Bö M 159,,,"Broschur, Halbledereinband",bis 35 cm,180°,,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Bö M,True,211.0,L-1531-315493925,Aal,1066963681,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066963681,Bö M 160,Bö M 160,,,Halbledereinband,bis 35 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,x,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Bö M,True,212.0,L-1529-315493526,Aal,1066963258,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066963258,Bö M 161,Bö M 161,,,Halbpergamentband,bis 35 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Bö M,True,213.0,L-1500-181294818,Aal,1003983707,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003983707,Bö M 162,Bö M 162,,x,Papier- oder Pappeinband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,Pa,,,,h,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Bö M,True,214.0,L-1825-167703102,Aal,365094137,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D365094137,Bö M 164,Bö M 164,,x,Papier- oder Pappeinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,Papierumschlag ,"Ja, Signaturfahne austauschen",0.0,,,,,,,,,,Pa,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Bö M,True,215.0,L-1496-181139871,Aal,1003889107,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003889107,Bö M 165 - Fragm.,Bö M 165 - Fragm,,,Papier- oder Pappeinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Bö M,True,217.0,L-1803-181114879,Afl,1003866190,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003866190,Bö M 166/8°,Bö M 166/8° - 1,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",,,Kassette,Nein,0.0,,,,,,,,,,L,"
Lederband mit Vergoldung und Lederauflage, Medaillons und weitere Bereiche auf den Deckeln mit Folie bzw. mit Folie abgedeckt",,x,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,Gewebe,,,,,,"Lederband mit Vergoldung und Lederauflage, Medaillons und weitere Bereiche auf den Deckeln mit Folie bzw. mit Folie abgedeckt, siehe beiliegenden Rest.bericht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Bö M,True,216.0,L-1803-396381138,Afl,1125890789,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1125890789,Bö M 166/8°,Bö M 166/8° - 2,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","fester Rücken mit Schmuckprägung, Schrift bis in den Falz",,Kassette,Nein,0.0,,,,,,,,,,L,"
Lederband mit Vergoldung und Lederauflage, Medaillons auf den Deckeln mit Folie abgedeckt",,,h/E,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,n,0.0,,Gewebe,,,,,,"Lederband mit Vergoldung und Lederauflage, Medaillons auf den Deckeln mit Folie abgedeckt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Bö M,True,218.0,L-1561-181116332,Aal,1003867332,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003867332,Bö M 167/4°,Bö M 167/4°,,,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","stark deformiertes Objekt, welliger Buchblock",,,Signaturfahne austauschen,3.0,,,,,,,,,,Pg,"
flexibler Perg.band",,,h,,,,,,Pa,,,,,,,,,,,,,,max 45,"
oder besser 0, ist ein Grenzfall",,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Bö M,True,219.0,L-1599-315219165,Aaf,1066799075,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066799075,Bö M 168,Bö M 168,,,"Pergamentband, Schließen, erhabene Buchbeschläge",bis 25 cm,180°,hohler Rücken,,Papierumschlag ,Ja,1.0,,Kette an Buch,,,,,,,,Pg,,,,h,,,,,,Pa,,,,,,,x,,,,,,,nur 110,,,,,,n,0.0,,,,,,x sauer,x,Pergamentband mit Kette --> Box,,,Box (wg. Kette),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Bö M,False,220.0,L-1546-315329424,,1066871620,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066871620,,Bö M 169,,,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, welliger Buchblock",,Papierumschlag ,Ja,2.0,,,,,,,,,,Pg,"
flexibler, grüner Perg.bd.",,,h,,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,ja vor,18.0,,,,,,x sauer,x,,,,Box (flexibler Pg),x,,x,,v/h,,,,,,,,,5.0,"Risse und Fehlstellen mit JP schließen, an Vorderkante des Rückdeckels leicht feuchten (Goretex) und glätten, ansonsten die Deckel belassen und ggf. nur an den Rändern feuchten und glätten (soweit es günstig für die restauratoische Bearbeitung ist)",x,,,,,,,x,x,x,x,,x,,,,,13.0,"Trockenreinigung, Eselsohren auslegen und gff. Festigen (ca. 50 Seiten), Knicke glätten, nur das Nötigste an Papierrest. (v.a. erste und letzte Seiten), an Ecken nicht zwangsläufig alle Fehlstellen ergänzen, 1. Lage im Lagenfalz in situ ausbessern, bei beiden Spiegeln nur lose Bereiche zurückkleben",1066871620,L-1546-315329424,Aaf,DBSM/M/Boe,Bö M 169,Bö M 169,Form vnd anzeigung/|| wie die heylige Catholische Kirch Got=||tes/ vor tausent/ mehr vnd weniger Jaren/ in aller Christenheyt regiert vnd georde=||net, : ,"129 [i.e.131], [1] Bl.",,,,1223000702,Qd,,,,,1.0,2.0,
204,Bö M,True,,L-1546-704952866,Qd,1223000702,,Bö M 169,Bö M 169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Bö M,False,221.0,L-1575-343799634,,1030939810,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1030939810,,Bö M 169 (angebunden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Bö M,True,222.0,L-1522-181084155,Aal,1003855229,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003855229,Bö M 170,Bö M 170,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",,,Folie,Unklar,0.0,,,,,,,,,,L,,,x,f,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x,x,Umschlag aus Folie ist nicht sinnvoll --> neu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Bö M,True,223.0,L-1509-181116014,Aal,100386712X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100386712X,Bö M 171/8°,Bö M 171/8°,,,Halbledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, welliger Buchblock",,,,0.0,,,,,,,,,,HPg,,,x,h/E,,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Bö M,True,224.0,L-1729-181190176,Aal,1003921965,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003921965,Bö M 172/8°,Bö M 172/8°,,,"Gewebeeinband, Originale Schutzhülle",bis 25 cm,nur sehr geringer Öffnungswinkel,hohler Rücken,,Schuber,"Nein, Signaturfahne austauschen",1.0,,erhabener Schmuck auf Einband,,,,,,,,G,"
Seideneinband",,,h/E,,,,,,Pa,,,,,,,,,x,,x,,,45,,,,,,n,0.0,,,historisch?,,,x mit Samt und Buntpapier,,"Seideneinband mit Metallstickerei, gesamtes Buch besteht aus Kupfertafeln (nur Text, keine Abb.); Besprechen, was mit Umschlag wird",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Bö M,True,225.0,L-1729-181190176,Aal,1003921965,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003921965,Bö M 172/8°,Bö M 172/8°,ist doppelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Bö M,True,226.0,L-1559-315493410,Aal,1066963134,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066963134,Bö M 174,Bö M 174,,,Halbledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,welliger Buchblock,,Papierumschlag ,Ja,2.0,,,,,,,,,,HL,,,,f,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (Buch sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Bö M,False,227.0,L-1548-315323876,,1066865590,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066865590,,Bö M 175,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","welliger Buchblock, erhabene Illuminationen",nicht auflegen,Papierumschlag ,Ja,0.0,,,,,,,,,,HD,,,,f,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066865590,L-1548-315323876,Aaf,DBSM/M/Bö,Bö M 175,Bö M 175,"CONTEX/||TA POPVLI IVDAI=||CI HISTORIA A RE=||ditu ex Babylonico exilio,|| us#[que] ad ultimum excidi=||um Hierosolymae.|| PAVLO EBERO|| KYTINGENSI|| ", : ,"[8], 128 Bl.",,,,1137965673,Qd,,,"In Vorderdeckel kolorierter Kupferstich (?) eingeklebt, dat. 1546, sign. HSB (=Hans Sebald Beham); eingebunden 11 Bl. Hs. ; Falz Makulatur (Hs.); mit hs. Eintr., auch bei angeb.Werken",,1.0,2.0,
212,Bö M,True,,L-9999-414281322,Qd,1137965673,,Bö M 175,Bö M 175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Bö M,False,228.0,L-1548-668110880,,1207554294,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1207554294,,Bö M 175 (1. angebundenes Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Bö M,False,229.0,L-1548-668110694,,1207553956,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1207553956,,Bö M 175 (2. angebundenes Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Bö M,True,230.0,L-1724-181275988,Aal,1003965652,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003965652,Bö M 176/8°,Bö M 176/8°,im Buch steht Bö M 175 als Signatur…?,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",welliger Buchblock,,Papierumschlag ,Ja,0.0,,,,,,,,,,L,,,,h,,,,,,Pa,,,,,,,,,,,,,,80,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Bö M,True,231.0,L-1777-181187280,Aal,1003919650,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003919650,Bö M 177/8°,Bö M 177/8°,,,Pergamentband,bis 25 cm,180°,"hohler Rücken, welliger Buchblock",,Papierumschlag ,Ja,0.0,,,,,,,,,,Pg,"
bemalt und lackiert?",,,h,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (bes. Perg.bd.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
